run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,244,6,143,1,800,2,4,47,0,6,4,97,2,4,2,0,0,0,0,0
1,2.0,168,5,140,1,800,1,5,74,0,7,3,100,6,7,3,1,0,0,0,0
1,3.0,123,2,139,1,800,1,8,93,0,10,6,100,10,11,3,0,0,0,0,1
1,4.0,97,0,139,3,800,0,7,109,0,12,6,100,8,12,4,1,0,0,0,1
2,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,247,5,140,0,800,0,4,38,1,7,6,100,4,4,0,0,0,0,0,0
2,2.0,163,0,140,1,800,0,5,72,1,12,8,100,6,7,2,1,0,0,0,0
2,3.0,116,0,140,4,800,1,15,87,0,10,9,100,9,17,1,2,0,0,0,0
2,4.0,96,0,140,6,800,0,15,97,0,10,6,100,9,19,2,4,0,0,0,0
3,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,245,7,142,0,800,2,2,48,0,5,3,98,2,2,2,0,0,0,0,0
3,2.0,174,3,140,1,800,0,5,74,0,9,7,100,5,6,1,1,0,0,0,0
3,3.0,136,2,140,4,800,0,8,86,0,10,7,100,3,9,1,2,0,0,0,0
3,4.0,114,1,140,5,800,0,8,99,0,11,5,100,4,9,1,5,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,234,9,140,0,800,1,4,42,1,15,12,100,5,5,2,0,0,0,0,0
1,2.0,165,6,140,3,800,1,7,63,0,16,11,100,7,14,6,1,0,0,0,0
1,3.0,123,3,139,4,800,1,7,82,0,19,9,100,11,15,6,5,0,0,0,1
1,4.0,93,3,138,7,800,2,13,97,0,18,10,100,10,17,1,8,0,0,1,1
2,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,237,9,151,0,800,1,3,52,1,14,12,89,4,4,1,1,0,0,0,0
2,2.0,147,6,140,3,800,0,6,74,0,15,11,100,7,13,4,3,0,0,0,0
2,3.0,112,0,140,4,800,0,10,87,2,18,15,100,9,17,1,6,0,0,0,0
2,4.0,88,0,140,6,800,0,9,97,0,16,13,100,8,19,2,9,0,0,0,0
3,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,230,11,140,0,800,3,6,48,0,13,11,100,5,4,1,1,0,0,0,0
3,2.0,159,4,140,0,800,0,3,70,0,20,16,100,7,5,2,2,0,0,0,0
3,3.0,120,2,140,1,800,0,3,90,0,20,17,100,6,8,3,2,0,0,0,0
3,4.0,100,0,140,2,800,0,4,102,0,21,19,100,5,10,2,1,1,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,206,25,146,0,800,4,5,50,1,35,25,94,10,6,5,4,0,0,0,0
1,2.0,137,13,140,4,800,2,8,68,1,47,32,100,12,10,3,9,1,0,0,0
1,3.0,94,7,139,6,800,0,6,88,2,49,34,100,12,16,4,10,1,0,0,1
1,4.0,71,4,138,8,800,1,4,105,1,50,35,100,9,17,3,9,3,0,1,1
2,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,214,27,143,0,800,1,2,49,1,30,30,97,3,5,1,1,0,0,0,0
2,2.0,131,15,140,1,800,1,2,67,2,39,33,100,9,14,7,3,0,0,0,0
2,3.0,95,5,139,3,800,2,1,81,0,47,42,100,7,14,6,6,0,0,0,1
2,4.0,70,2,139,6,800,2,3,92,1,49,40,100,7,20,8,6,1,0,0,1
3,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,216,24,146,0,800,1,2,47,1,36,32,94,4,4,3,0,0,0,0,0
3,2.0,150,9,140,5,800,0,6,65,2,49,39,100,6,13,4,4,1,0,0,0
3,3.0,104,2,139,6,800,1,6,85,2,55,42,100,8,14,5,8,0,0,1,0
3,4.0,100,1,138,9,800,1,3,89,1,54,40,100,4,16,5,7,2,0,1,1
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,200,55,151,0,800,1,2,36,3,63,57,89,6,7,4,1,0,0,0,0
1,2.0,106,28,139,0,800,5,1,48,2,88,72,100,15,14,12,3,1,0,1,0
1,3.0,76,10,138,5,800,6,0,57,3,102,82,100,11,16,7,6,5,0,1,1
1,4.0,60,4,134,7,800,7,0,62,3,104,87,100,11,18,5,11,2,0,1,5
