run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,13,106,221,0,800,1,0,3,69,134,64,19,0,0,1,0,0,0,0,0
1,2.0,1,44,219,0,800,1,0,3,121,196,74,21,0,0,1,0,0,0,0,0
1,3.0,0,19,219,0,800,1,0,3,145,221,75,21,0,0,1,0,0,0,0,0
1,4.0,0,9,219,0,800,1,0,3,155,231,75,21,0,0,1,0,0,0,0,0
2,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,5,104,223,0,800,0,0,5,64,135,72,17,0,1,0,0,0,0,0,0
2,2.0,0,44,223,0,800,0,0,5,119,195,77,17,0,1,0,0,0,0,0,0
2,3.0,0,20,223,0,800,0,0,5,143,219,77,17,0,1,0,0,0,0,0,0
2,4.0,0,11,223,0,800,0,0,5,152,228,77,17,0,1,0,0,0,0,0,0
3,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,9,95,223,0,800,0,0,8,79,145,66,17,0,0,0,0,0,0,0,0
3,2.0,0,42,222,0,800,0,0,8,124,198,74,18,0,0,0,0,0,0,0,0
3,3.0,0,20,222,0,800,0,0,8,146,220,74,18,0,0,0,0,0,0,0,0
3,4.0,0,7,222,0,800,0,0,8,159,233,74,18,0,0,0,0,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,88,106,176,0,800,2,0,24,16,132,113,64,3,4,3,0,1,0,0,0
1,2.0,24,53,155,1,800,6,0,27,32,182,143,85,4,7,6,2,2,0,0,0
1,3.0,2,22,150,1,800,6,0,28,48,211,158,88,6,8,5,5,0,0,2,0
1,4.0,2,11,150,1,800,7,0,28,56,222,160,88,6,5,2,7,1,0,2,0
2,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,74,93,166,0,800,3,1,25,26,145,117,74,2,4,4,0,0,0,0,0
2,2.0,14,44,159,0,800,5,0,29,35,189,152,81,4,11,9,0,0,0,0,0
2,3.0,4,21,157,0,800,6,0,28,48,212,160,83,5,10,8,1,1,0,0,0
2,4.0,1,11,157,0,800,6,0,27,52,222,165,83,6,7,5,5,0,1,0,0
3,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,89,102,175,0,800,4,0,19,19,133,113,65,2,6,5,1,0,0,0,0
3,2.0,12,38,159,0,800,9,0,27,35,193,154,81,4,10,9,2,1,0,0,0
3,3.0,2,16,155,0,800,7,0,25,50,214,162,84,6,11,6,3,1,0,1,0
3,4.0,2,11,155,0,800,7,0,25,50,219,167,84,6,7,2,7,0,1,1,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,136,94,157,0,800,5,0,31,6,140,132,83,3,7,6,2,0,0,0,0
1,2.0,53,36,140,1,800,8,0,45,16,191,175,100,3,13,6,3,2,0,0,0
1,3.0,33,16,139,2,800,14,0,46,18,207,184,100,5,15,7,6,3,1,0,1
1,4.0,16,7,137,2,800,15,0,45,14,214,195,100,8,15,6,11,2,0,2,1
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,140,106,151,0,800,3,0,37,11,130,116,89,4,7,6,1,0,0,0,0
2,2.0,58,46,140,2,800,5,0,43,13,189,163,100,9,10,9,7,1,0,0,0
2,3.0,34,18,139,5,800,8,1,48,17,214,183,100,6,11,7,10,1,1,1,0
2,4.0,13,6,137,6,800,8,0,52,17,225,192,100,8,12,6,12,2,0,1,2
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,150,104,157,0,800,1,0,38,9,134,126,83,0,2,1,0,0,0,0,0
3,2.0,71,52,140,1,800,13,1,40,12,183,156,100,6,9,14,2,2,0,0,0
3,3.0,36,23,138,2,800,14,0,39,10,205,182,100,9,14,11,6,3,0,2,0
3,4.0,18,9,136,2,800,21,1,37,9,217,189,100,13,15,14,9,3,0,2,2
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,469,105,140,0,800,0,0,91,1,129,134,100,0,6,0,0,0,0,0,0
1,2.0,326,50,140,0,800,0,0,164,2,168,188,100,0,22,0,0,0,0,0,0
1,3.0,230,18,140,1,800,1,0,205,0,183,216,100,3,40,2,4,0,0,0,0
1,4.0,174,8,139,4,800,2,1,209,1,175,196,100,27,65,3,21,5,0,1,0
2,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,436,93,140,0,800,0,0,103,2,131,145,100,0,16,0,0,0,0,0,0
2,2.0,317,35,140,0,800,0,0,144,0,171,205,100,0,34,0,0,0,0,0,0
2,3.0,229,15,140,0,800,1,0,183,1,175,213,100,10,54,5,6,0,0,0,0
2,4.0,203,7,140,9,800,4,0,197,0,176,198,100,13,62,1,18,8,0,0,0
3,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,454,97,140,0,800,0,0,95,0,135,143,100,0,8,0,0,0,0,0,0
3,2.0,310,32,140,0,800,0,0,152,1,177,207,100,0,31,0,0,0,0,0,0
3,3.0,225,13,139,1,800,1,0,192,0,179,219,100,6,50,2,5,0,0,0,1
3,4.0,188,7,139,8,800,2,4,196,0,177,200,100,20,66,5,23,1,1,0,1
