run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,221,6,154,0,800,1,4,49,0,6,3,86,6,5,2,1,0,0,0,0
1,2.0,130,2,140,3,800,0,10,64,1,10,4,100,9,13,3,2,0,0,0,0
1,3.0,98,1,140,4,800,0,10,77,2,11,2,100,9,14,4,3,0,0,0,0
1,4.0,74,0,140,8,800,0,13,86,1,12,2,100,6,17,4,5,0,0,0,0
2,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,209,5,140,1,800,1,8,35,0,7,6,100,6,8,1,0,0,0,0,0
2,2.0,134,2,140,3,800,2,13,50,0,9,4,100,11,12,0,6,0,0,0,0
2,3.0,91,1,140,6,800,0,18,59,0,9,2,100,15,21,1,8,0,0,0,0
2,4.0,63,0,140,7,800,0,21,72,1,10,2,100,16,24,1,8,0,0,0,0
3,0.0,400,12,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,196,6,144,0,800,0,10,40,0,5,6,96,10,11,0,0,0,0,0,0
3,2.0,125,0,140,2,800,0,11,49,1,10,4,100,14,16,3,4,0,0,0,0
3,3.0,91,0,140,4,800,0,13,60,1,10,2,100,14,19,2,3,2,0,0,0
3,4.0,65,0,139,7,800,0,14,69,1,10,2,100,10,20,2,4,1,0,0,1
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,200,12,153,0,800,0,10,45,1,11,10,87,11,12,1,0,0,0,0,0
1,2.0,114,6,140,4,800,1,13,66,0,15,8,100,14,20,5,5,0,0,0,0
1,3.0,77,3,140,9,800,1,19,74,1,17,7,100,13,26,3,8,1,0,0,0
1,4.0,49,2,138,11,800,1,18,82,0,18,6,100,13,28,5,9,0,0,2,0
2,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,208,8,140,0,800,2,4,34,0,15,11,100,7,8,5,0,0,0,0,0
2,2.0,143,2,139,3,800,2,5,52,2,19,11,100,7,11,4,4,0,0,0,1
2,3.0,104,1,139,5,800,2,9,62,0,20,12,100,9,15,3,5,1,0,0,1
2,4.0,78,0,139,7,800,3,7,69,0,21,8,100,7,14,5,8,1,0,0,1
3,0.0,400,24,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,194,7,147,0,800,1,1,43,0,16,11,93,6,7,6,0,0,0,0,0
3,2.0,109,5,140,1,800,0,7,66,0,17,12,100,12,14,5,2,0,0,0,0
3,3.0,67,1,140,4,800,0,8,78,1,21,12,100,10,14,4,6,0,0,0,0
3,4.0,51,0,140,5,800,0,7,82,1,22,8,100,12,15,6,9,0,0,0,0
